trip_id,start_time,end_time,headway_secs,exact_times
qRLNFQvE_15_00,06:00:00,23:00:00,3600,0
qRLNFQvE_16_00,06:00:00,23:00:00,3600,0
qRLNFQvE_17_00,06:00:00,23:00:00,3600,0
qRLNFQvE_18_00,06:00:00,23:00:00,3600,0
qRLNFQvE_19_00,06:00:00,23:00:00,3600,0
qRLNFQvE_20_00,06:00:00,23:00:00,3600,0
qRLNFQvE_21_00,06:00:00,23:00:00,3600,0
qRLNFQvE_22_00,06:00:00,23:00:00,3600,0
qRLNFQvE_23_00,06:00:00,23:00:00,3600,0
XeGywTND_06_00,06:00:00,23:00:00,3600,0
XeGywTND_07_00,06:00:00,23:00:00,3600,0
XeGywTND_08_00,06:00:00,23:00:00,3600,0
XeGywTND_09_00,06:00:00,23:00:00,3600,0
XeGywTND_10_00,06:00:00,23:00:00,3600,0
XeGywTND_11_00,06:00:00,23:00:00,3600,0
XeGywTND_12_00,06:00:00,23:00:00,3600,0
XeGywTND_13_00,06:00:00,23:00:00,3600,0
XeGywTND_14_00,06:00:00,23:00:00,3600,0
XeGywTND_15_00,06:00:00,23:00:00,3600,0
XeGywTND_16_00,06:00:00,23:00:00,3600,0
XeGywTND_17_00,06:00:00,23:00:00,3600,0
XeGywTND_18_00,06:00:00,23:00:00,3600,0
XeGywTND_19_00,06:00:00,23:00:00,3600,0
XeGywTND_20_00,06:00:00,23:00:00,3600,0
XeGywTND_21_00,06:00:00,23:00:00,3600,0
XeGywTND_22_00,06:00:00,23:00:00,3600,0
XeGywTND_23_00,06:00:00,23:00:00,3600,0
hzJUWwqf_06_00,06:00:00,23:00:00,3600,0
hzJUWwqf_07_00,06:00:00,23:00:00,3600,0
hzJUWwqf_08_00,06:00:00,23:00:00,3600,0
hzJUWwqf_09_00,06:00:00,23:00:00,3600,0
hzJUWwqf_10_00,06:00:00,23:00:00,3600,0
hzJUWwqf_11_00,06:00:00,23:00:00,3600,0
hzJUWwqf_12_00,06:00:00,23:00:00,3600,0
hzJUWwqf_13_00,06:00:00,23:00:00,3600,0
hzJUWwqf_14_00,06:00:00,23:00:00,3600,0
hzJUWwqf_15_00,06:00:00,23:00:00,3600,0
hzJUWwqf_16_00,06:00:00,23:00:00,3600,0
hzJUWwqf_17_00,06:00:00,23:00:00,3600,0
hzJUWwqf_18_00,06:00:00,23:00:00,3600,0
hzJUWwqf_19_00,06:00:00,23:00:00,3600,0
hzJUWwqf_20_00,06:00:00,23:00:00,3600,0
hzJUWwqf_21_00,06:00:00,23:00:00,3600,0
hzJUWwqf_22_00,06:00:00,23:00:00,3600,0
hzJUWwqf_23_00,06:00:00,23:00:00,3600,0
UheDTkpZ_06_00,06:00:00,23:00:00,3600,0
UheDTkpZ_07_00,06:00:00,23:00:00,3600,0
